title,release_date,genre,director
Hero at Large,1980-02-08,Action,
Honeysuckle Rose,1980-07-18,Drama,
Hopscotch,1980-09-26,Action,
How to Beat the High Co$t of Living,1980-07-11,Comedy,
Humanoids from the Deep,1980-05-01,Horror,
Inside Moves,1980-12-19,Drama,
The Island,1980-06-13,Action,
The Jazz Singer,1980-12-17,Drama,
Who's Singin' Over There?,1980-01-01,Drama,
Zombie Lake,1981-05-13,Horror,
Lion of the Desert,1981-04-17,Action,
Little Darlings,1980-03-21,Comedy,
The Long Good Friday,1980-11-01,Crime,
The Long Riders,1980-05-12,Western,
The Man Who Saw Tomorrow,1981-01-09,Drama,
Eaten Alive!,1980-03-19,Adventure,
Mon Oncle d'Amérique,1980-05-21,Comedy,
The Monster Club,1981-04-11,Comedy,
Death Watch,1980-01-23,Drama,
Motel Hell,1980-08-14,Comedy,
Mother's Day,1980-09-19,Action,
The Mountain Men,1980-05-01,Action,
The Ninth Configuration,1980-02-29,Comedy,
Burial Ground,1981-01-23,Horror,
The Nude Bomb,1980-05-09,Action,
The Octagon,1980-08-14,Adventure,
"Oh, God! Book II",1980-10-03,Fantasy,
"Oh, God!",1977-10-07,Fantasy,
Oh Heavenly Dog,1980-07-11,Comedy,
"Pepi, Luci, Bom",1980-10-27,Comedy,
Super Fuzz,1980-09-18,Fantasy,
Ice Age,2002-03-10,Animation,
Resident Evil,2002-03-15,Horror,
Showtime,2002-03-14,Action,
Harrison's Flowers,2000-09-23,Drama,
Kissing Jessica Stein,2001-04-21,Comedy,
Pauline & Paulette,2001-06-27,Drama,
Promises,2001-01-01,Documentary,
Y Tu Mamá También,2001-06-08,Drama,
All the Right Moves,1983-10-21,Romance,
Barabbas,1961-12-23,Adventure,
The Ghost Breakers,1940-06-21,Comedy,
I Think I Do,1998-04-10,Comedy,
The Paleface,1948-12-24,Comedy,
Road to Morocco,1942-11-10,Comedy,
Road to Singapore,1940-03-22,Comedy,
Road to Utopia,1946-02-27,Comedy,
Road to Zanzibar,1941-04-11,Comedy,
Split Second,1992-05-01,Thriller,
A Tale of Springtime,1990-04-04,Comedy,
Taps,1981-12-20,Drama,
Return of the Secaucus Seven,1980-09-05,Drama,
Rude Boy,1980-07-25,Music,
Running Scared,1980-11-01,Drama,
Seems Like Old Times,1980-12-19,Comedy,
Serial,1980-03-28,Comedy,
The Young Master,1980-02-09,Action,
Shogun Assassin,1980-11-11,Adventure,
Simon,1980-02-01,Comedy,
Smokey and the Bandit II,1980-08-15,Action,
Smokey and the Bandit,1977-05-26,Action,
Smokey and the Bandit Part 3,1983-08-12,Action,
Spetters,1980-02-28,Drama,
Stir Crazy,1980-12-12,Comedy,
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,1980-08-22,Comedy,
Teheran '43,1980-06-06,Action,
Tender Cousins,1980-11-19,Drama,
Blade II,2002-03-22,Fantasy,
Sorority Boys,2002-03-22,Comedy,
Stolen Summer,2002-03-22,Drama,
In The Winter Dark,1998-09-10,Foreign,
George Washington,2000-10-01,Drama,
Homicidal,1961-07-26,Horror,
Life Is to Whistle,1998-12-05,,
The Light at the Edge of the World,1971-07-16,Adventure,
Mr. Sardonicus,1961-10-07,Horror,
Strait-Jacket,1964-01-19,Drama,
Clockstoppers,2002-03-17,Adventure,
Death to Smoochy,2002-03-28,Comedy,
Panic Room,2002-03-29,Crime,
The Rookie,2002-03-25,Drama,
No Such Thing,2001-05-12,Comedy,
The Piano Teacher,2001-05-14,Drama,
Teddy Bears' Picnic,2002-03-29,,
30 YEARS TO LIFE,2003-09-04,Comedy,
Time Out,2001-09-10,Drama,
Very Annie Mary,2001-05-25,Comedy,
Bar Girls,1994-09-15,Romance,
Boxcar Bertha,1972-06-14,Crime,
Crimes of Passion,1984-10-19,Romance,
The Evil That Men Do,1984-03-14,Adventure,
Fraternity Vacation,1985-12-04,Comedy,
Impromptu,1991-04-12,Drama,
Salmonberries,1991-10-31,Drama,
The Wrong Guys,1988-05-13,Action,
High Crimes,2002-04-03,Drama,
National Lampoon’s Van Wilder,2002-03-29,Comedy,
Crush,2001-08-19,Romance,
Lucky Break,2001-08-24,Action,
Les Destinées sentimentales,2000-07-12,Drama,
"After Dark, My Sweet",1990-08-24,Crime,
The Atomic Cafe,1982-03-17,Documentary,
Body and Soul,1947-11-09,Drama,
First Men in the Moon,1964-07-01,Adventure,
Rashomon,1950-12-26,Crime,
Slap Shot,1977-02-25,Drama,
Changing Lanes,2002-04-07,Action,
Frailty,2001-11-17,Drama,
New Best Friend,2002-04-12,Drama,
The Sweetest Thing,2002-04-12,Romance,
The Cat's Meow,2001-08-03,Drama,
Human Nature,2001-05-18,Drama,
My Big Fat Greek Wedding,2002-02-22,Comedy,
3:10 to Yuma,1957-08-07,Drama,
Bite the Bullet,1975-09-26,Action,
Breakout,1975-05-21,Action,
Joe Versus the Volcano,1990-03-09,Fantasy,
"Rome, Open City",1945-09-27,Drama,
Return of the Killer Tomatoes!,1988-04-22,Comedy,
Return to Horror High,1987-01-28,Drama,
Taking Care of Business,1990-08-16,Comedy,
Three Men and a Baby,1987-11-27,Family,
Three Men and a Little Lady,1990-11-21,Comedy,
Transylvania 6-5000,1985-11-08,Comedy,
The Watcher in the Woods,1980-04-17,Fantasy,
Murder by Numbers,2002-04-19,Crime,
The Scorpion King,2002-04-16,Action,
Behind the Sun,2001-12-12,Drama,
Chelsea Walls,2002-04-19,Drama,
Enigma,2001-01-22,Mystery,
Girls Can't Swim,2000-10-18,Drama,
Joshua,2002-04-19,Drama,
Nine Queens,2000-08-31,Crime,
Spooky House,2004-04-24,Adventure,
The Triumph of Love,2001-12-12,Comedy,
World Traveler,2002-01-17,Drama,
Jason X,2001-07-24,Horror,
Life or Something Like It,2002-04-26,Comedy,
Dogtown and Z-Boys,2001-01-18,Documentary,
"Frank McKlusky, C.I.",2002-04-26,Action,
In Praise of Love,2001-05-16,Drama,
Rain,2001-05-14,Drama,
Salton Sea,2002-01-01,Crime,
Some Body,2001-01-19,Drama,
Vulgar,2000-09-13,Drama,
The Aviator,1985-03-01,Drama,
Bob le Flambeur,1956-08-24,Drama,
Cadillac Man,1990-05-18,Comedy,
The Coca-Cola Kid,1985-07-14,Comedy,
Cuba,1979-12-21,Action,
Delirious,1991-08-09,Fantasy,
Full Moon in Blue Water,1988-11-23,Drama,
Husbands and Wives,1992-09-18,Romance,
Joe,1970-07-15,Drama,
Lenny,1974-11-10,Drama,
Nomads,1986-03-07,Thriller,
The Temp,1993-02-12,Drama,
Thief of Hearts,1984-10-19,Crime,
Triumph of the Spirit,1989-01-01,Drama,
Wild Orchid,1989-12-22,Drama,
Deuces Wild,2002-05-03,Action,
Hollywood Ending,2002-05-03,Comedy,
Spider-Man,2002-05-01,Fantasy,
The Mystic Masseur,2001-01-01,Drama,
Warm Water Under a Red Bridge,2001-11-03,Drama,
The Big Sleep,1978-03-13,Drama,
Butterflies Are Free,1972-07-06,Comedy,
Cactus Flower,1969-12-16,Comedy,
The Cassandra Crossing,1976-12-18,Drama,
The Giant Spider Invasion,1975-10-01,Horror,
Iron Will,1994-01-14,Adventure,
Mountains of the Moon,1990-02-16,Action,
Rambling Rose,1991-09-10,Drama,
The Survivors,1983-06-24,Drama,
White Fang,1991-01-18,Action,
White Fang 2: Myth of the White Wolf,1994-04-15,Action,
The New Guy,2002-05-10,Comedy,
Unfaithful,2002-05-10,Thriller,
The Lady and the Duke,2001-09-07,War,
Whore,1991-06-21,Drama,
My Beautiful Laundrette,1985-09-07,Romance,
Ballad of a Soldier,1959-12-01,Drama,
Big Bad Mama,1974-09-19,Action,
Big Bad Mama II,1987-10-01,Action,
Beyond the Darkness,1979-11-15,Horror,
Calamity Jane,1953-11-04,Action,
The Cranes Are Flying,1957-10-12,Drama,
Devil Doll,1964-09-01,Horror,
The Harvey Girls,1946-01-18,Western,
The Lady in Red,1979-07-01,Action,
About a Boy,2002-04-26,Drama,
Star Wars: Episode II - Attack of the Clones,2002-05-15,Adventure,
The Believer,2001-01-19,Drama,
The Importance of Being Earnest,2002-05-17,Comedy,
The Charge of the Light Brigade,1968-04-10,Action,
Every Which Way But Loose,1978-12-19,Action,
The Hound of the Baskervilles,1959-05-04,Horror,
I Want to Live!,1958-11-18,Crime,
The Last Waltz,1978-05-01,Documentary,
The Pride and the Passion,1957-07-10,Action,
Enough,2002-05-24,Drama,
Insomnia,2002-05-24,Crime,
Spirit: Stallion of the Cimarron,2002-05-24,Western,
CQ,2001-05-12,Comedy,
Thirteen Conversations About One Thing,2001-09-02,Drama,
Bus Stop,1956-08-31,Drama,
Cowboy,1958-02-19,Western,
Don't Bother to Knock,1952-07-18,Drama,
The Gambler,1974-10-02,Drama,
Let's Make Love,1960-10-07,Comedy,
Monkey Business,1952-09-02,Comedy,
Requiem for a Heavyweight,1962-10-16,Drama,
River of No Return,1954-04-30,Adventure,
The Sum of All Fears,2002-05-31,Thriller,
Undercover Brother,2002-05-31,Action,
The Diaries of Vaslav Nijinsky,2002-04-25,Drama,
The Sleepy Time Gal,2001-01-24,Drama,
84 Charing Cross Road,1987-02-13,Drama,
Dakota,1945-12-25,Western,
The Desert Rats,1953-05-20,Action,
Season's Beatings,1999-11-24,Drama,
Nora,2000-04-05,Drama,
Rapid Fire,1992-07-24,Action,
Silent Running,1972-03-09,Adventure,
Summer Holiday,1963-02-18,Music,
The Villain,1979-07-26,Comedy,
Zombie Holocaust,1980-03-27,Horror,
Bad Company,2002-06-07,Action,
Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,Comedy,
Cherish,2002-01-17,Comedy,
Atanarjuat: The Fast Runner,2002-02-01,Fantasy,
The Bourne Identity,2002-06-14,Action,
Scooby-Doo,2002-06-14,Mystery,
Windtalkers,2002-06-14,Drama,
The Dangerous Lives of Altar Boys,2002-06-14,Comedy,
The Emperor's New Clothes,2001-01-01,Comedy,
Gangster No. 1,2000-06-09,Action,
Harvard Man,2001-01-01,Drama,
Dark Blue World,2001-05-17,Action,
Bad Company,1972-10-08,Western,
Caveman,1981-04-17,Comedy,
Cheech & Chong's The Corsican Brothers,1984-07-27,Comedy,
5 Card Stud,1968-07-28,Action,
For a Lost Soldier,1992-05-22,Drama,
Goin' South,1978-10-06,Comedy,
Hero and the Terror,1988-08-26,Drama,
Silver Bullet,1985-10-10,Horror,
"Sorry, Wrong Number",1948-09-01,Drama,
Hombre,1967-03-21,Action,
The Horse's Mouth,1958-11-11,Comedy,
The Manhattan Project,1986-06-13,Science Fiction,
Men at Work,1990-08-24,Comedy,
S.O.B.,1981-07-01,Comedy,
She Wore a Yellow Ribbon,1949-10-22,Western,
Traces of Red,1992-11-13,Drama,
V.I. Warshawski,1991-07-26,Action,
Juwanna Mann,2002-06-21,Comedy,
Lilo & Stitch,2002-06-21,Animation,
Minority Report,2002-06-20,Action,
Rabbit-Proof Fence,2002-02-04,Adventure,
Sunshine State,2002-06-21,Drama,
Hey Arnold! The Movie,2002-06-28,Animation,
Mr. Deeds,2002-06-28,Comedy,
Lovely & Amazing,2001-08-31,Comedy,
Pumpkin,2002-06-28,Comedy,
Look Who's Talking Now!,1993-11-05,Romance,
Lost in Yonkers,1993-05-14,Drama,
Mo' Money,1992-07-24,Action,
The Object of Beauty,1991-04-12,Drama,
Wagons East!,1994-08-26,Adventure,
Zebrahead,1992-10-23,Drama,
Like Mike,2002-07-03,Comedy,
Men in Black II,2002-07-03,Action,
The Powerpuff Girls Movie,2002-07-03,Animation,
Me Without You,2001-11-01,Drama,
The Crocodile Hunter: Collision Course,2002-07-26,Family,
Reign of Fire,2002-07-12,Adventure,
Road to Perdition,2002-07-12,Thriller,
All About Lily Chou-Chou,2001-09-07,Comedy,
My Wife Is an Actress,2001-01-14,Drama,
Never Again,2002-07-12,Comedy,
20 Million Miles to Earth,1957-02-08,Science Fiction,
Grand Theft Auto,1977-06-16,Action,
The Importance of Being Earnest,1952-06-02,Romance,
Perfect,1985-06-07,Drama,
1776,1972-11-09,Drama,
Fox and His Friends,1975-06-06,Crime,
The Legend of Boggy Creek,1972-08-01,Mystery,
Z,1969-02-26,Drama,
Halloween: Resurrection,2002-07-01,Horror,
Sex and Lucia,2001-08-24,Drama,
Eight Legged Freaks,2002-07-17,Action,
K-19: The Widowmaker,2002-07-19,Drama,
Stuart Little 2,2002-07-19,Family,
Austin Powers in Goldmember,2002-07-26,Comedy,
The Country Bears,2002-07-26,Adventure,
The Kid Stays in the Picture,2002-01-18,Documentary,
Happy Times,2000-12-31,Drama,
Tadpole,2002-11-01,Comedy,
Who Is Cletis Tout?,2001-09-12,Action,
Harry and Walter Go To New York,1976-06-17,Crime,
The Merchant of Four Seasons,1971-11-04,Drama,
Nosferatu the Vampyre,1979-04-11,Drama,
The Big Bus,1976-06-23,Action,
The Eddy Duchin Story,1956-01-01,Drama,
Fathom,1967-12-13,Action,
In Like Flint,1967-03-15,Action,
La Terra Trema,1948-09-02,Drama,
Modesty Blaise,1966-05-01,Action,
Ossessione,1943-05-16,Crime,
Our Man Flint,1966-01-16,Adventure,
Red Beard,1965-04-03,Drama,
Robin and Marian,1976-03-11,Action,
Top Secret!,1984-06-08,Comedy,
The Master of Disguise,2002-08-02,Comedy,
Signs,2002-08-02,Drama,
The Last Kiss,2001-02-01,Comedy,
Spy Kids 2: The Island of Lost Dreams,2002-08-07,Action,
The Good Girl,2002-01-12,Drama,
Blood Work,2002-08-04,Crime,
xXx,2002-08-09,Action,
24 Hour Party People,2002-02-13,Comedy,
Biggie and Tupac,2002-01-11,Documentary,
The Château,2001-01-16,Comedy,
Trois 2: Pandora's Box,2004-12-28,Drama,
Secret Ballot,2001-01-01,Comedy,
Martin Lawrence Live: Runteldat,2002-08-01,Comedy,
Lan Yu,2001-05-18,Drama,
Songs from the Second Floor,2000-10-06,Drama,
Read My Lips,2001-10-17,Drama,
Merci pour le Chocolat,2000-08-01,Drama,
Beau Pere,1981-09-15,Drama,
Change of Habit,1969-02-02,Drama,
A Matter of Taste,2000-04-26,Drama,
The Principal,1987-09-18,Action,
Rollerball,1975-06-25,Adventure,
The Adventures of Pluto Nash,2002-08-15,Action,
Blue Crush,2002-08-08,Adventure,
Mostly Martha,2001-09-09,Romance,
The Isle,2000-04-22,Drama,
Possession,2002-10-02,Drama,
One Hour Photo,2002-08-21,Horror,
Serving Sara,2002-08-20,Comedy,
S1m0ne,2002-08-23,Comedy,
Undisputed,2002-08-23,Action,
Amy's Orgasm,2001-03-08,Comedy,
Children on Their Birthdays,2002-02-16,Comedy,
Hush!,2001-09-09,Drama,
How I Killed My Father,2001-09-19,Drama,
Hybrid,2000-11-24,,
Satin Rouge,2002-05-16,Music,
The Care Bears Movie,1985-03-23,Adventure,
Care Bears Movie II: A New Generation,1986-03-21,Adventure,
Clash of the Titans,1981-03-15,Adventure,
Hot Shots!,1991-07-31,Action,
Nightmare City,1980-12-11,Horror,
The Swarm,1978-07-14,Action,
Time After Time,1979-08-31,Adventure,
The Unearthly,1957-06-28,Science Fiction,
976-EVIL,1988-12-09,Horror,
Camilla,1994-11-25,Adventure,
Down and Out in Beverly Hills,1986-01-31,Comedy,
Flaming Star,1960-12-20,Action,
Love Me Tender,1956-11-15,Drama,
The Return of the Vampire,1943-11-11,Horror,
The Revenge of Frankenstein,1958-06-01,Horror,
Stakeout,1987-08-05,Action,
Wild in the Country,1961-06-15,Drama,
Wolfen,1981-07-24,Drama,
FearDotCom,2002-08-09,Horror,
Slap Her... She's French,2002-06-13,Comedy,
Love and a Bullet,2002-08-30,Action,
Mad Love,2001-09-28,Drama,
À Nous la Liberté,1931-12-18,Comedy,
True Colors,1991-03-15,Drama,
Snipes,2001-09-13,Drama,
City By The Sea,2002-09-06,Crime,
Swimfan,2002-09-06,Drama,
Heartbreak Hospital,2002-09-06,Comedy,
The Incubus,1982-08-27,Horror,
Johnny Dangerously,1984-12-21,Action,
The Last House on the Left,1972-08-30,Horror,
Thesis,1996-04-11,Horror,
The Pinochet Case,2001-10-10,Documentary,
Barbershop,2002-04-01,Comedy,
Stealing Harvard,2002-09-13,Action,
The Transporter,2002-10-02,Action,
Betty Fisher and Other Stories,2001-09-01,Drama,
The Children of the Century,1999-09-13,Drama,
Igby Goes Down,2002-09-13,Comedy,
Quitting,2001-09-07,Drama,
Aspen Extreme,1993-01-22,Drama,
Betsy's Wedding,1990-06-22,Comedy,
Captain Ron,1992-09-18,Action,
The Devil Bat,1940-12-13,Crime,
Ernest Goes to Jail,1990-04-06,Comedy,
Ernest Scared Stupid,1991-10-11,Horror,
The Gypsy Moths,1969-08-29,Romance,
The Hills Have Eyes Part II,1984-06-01,Horror,
The Hills Have Eyes,1977-07-22,Horror,
Indian Summer,1993-04-23,Comedy,
The Mack,1973-04-04,Drama,
Monkey Trouble,1994-03-18,Comedy,
Monster in the Closet,1986-05-15,Horror,
No Way to Treat a Lady,1968-03-20,Comedy,
Shock Waves,1977-07-15,Horror,
Spaced Invaders,1990-04-27,Comedy,
Suburban Commando,1991-10-04,Action,
Surf Ninjas,1993-09-20,Action,
Tabu,1931-03-18,Adventure,
The Wanderers,1979-07-13,Drama,
The Yearling,1946-12-18,Drama,
The Ladykillers,1955-12-08,Comedy,
The Lavender Hill Mob,1951-06-21,Comedy,
The Man in the White Suit,1951-08-07,Comedy,
Ratcatcher,1999-11-12,Drama,
Society,1989-05-13,Comedy,
Son of the Bride,2001-08-16,Comedy,
The Experiment,2001-03-07,Drama,
Ballistic: Ecks vs. Sever,2002-09-20,Action,
The Banger Sisters,2002-09-20,Comedy,
The Four Feathers,2002-09-08,War,
Trapped,2002-09-20,Action,
8 Women,2002-01-08,Comedy,
His Secret Life,2001-03-16,Drama,
Invincible,2001-01-01,Drama,
The Mesmerist,2002-03-11,Horror,
Secretary,2002-01-11,Comedy,
Spirited Away,2001-07-20,Fantasy,
The Trials of Henry Kissinger,2002-09-29,Documentary,
Sweet Home Alabama,2002-09-26,Comedy,
The Tuxedo,2002-09-27,Thriller,
Charly,2002-09-20,Comedy,
Crazy As Hell,2002-10-23,Horror,
Just a Kiss,2002-06-15,Comedy,
Moonlight Mile,2002-09-09,Romance,
Shanghai Ghetto,2002-02-28,Documentary,
Skins,2002-01-14,Action,
Wasabi,2001-10-31,Drama,
Jonah: A VeggieTales Movie,2002-10-04,Action,
Red Dragon,2002-09-29,Crime,
Between Strangers,2002-08-30,Drama,
Bloody Sunday,2002-01-16,Action,
Heaven,2002-02-06,Drama,
Pipe Dream,2002-02-20,Comedy,
The Man from Elysian Fields,2001-09-13,Drama,
Welcome to Collinwood,2002-05-24,Comedy,
Flirting,1991-03-20,Drama,
Mothra vs. Godzilla,1964-04-29,Fantasy,
Godzilla's Revenge,1969-12-20,Fantasy,
"Godzilla, King of the Monsters!",1956-04-27,Science Fiction,
The Moderns,1988-04-15,Drama,
The Onion Field,1979-09-09,Crime,
Powaqqatsi,1988-04-29,Documentary,
The Pride of the Yankees,1942-07-14,Drama,
Texasville,1990-09-28,Drama,
Valmont,1989-11-17,Drama,
Ernest Goes to Africa,1997-01-01,Comedy,
Ernest In The Army,1998-02-24,Comedy,
Horror of Dracula,1958-05-08,Horror,
Strange Brew,1983-08-26,Comedy,
The Incredible Mr. Limpet,1964-03-28,Animation,
Claire of the Moon,1992-09-18,Drama,
Django,1966-04-05,Action,
Django Strikes Again,1987-10-22,Western,
The Fan,1981-05-15,Drama,
Festival in Cannes,2001-11-03,Drama,
Flashback,1990-02-02,Action,
Hanky Panky,1982-06-04,Mystery,
The Rocking Horse Winner,1949-11-30,Drama,
Seance on a Wet Afternoon,1964-06-19,Thriller,
Shamus,1973-01-31,Mystery,
The Wrong Guy,1997-08-01,Action,
Below,2002-10-11,Thriller,
Brown Sugar,2002-10-05,Comedy,
Knockaround Guys,2001-09-07,Crime,
The Rules of Attraction,2002-10-11,Comedy,
Tuck Everlasting,2002-10-11,Drama,
White Oleander,2002-10-11,Drama,
Bowling for Columbine,2002-10-09,Documentary,
Comedian,2002-10-25,Comedy,
On Guard,1997-12-03,Drama,
Pokémon 4Ever: Celebi - Voice of the Forest,2001-07-06,Adventure,
Punch-Drunk Love,2002-10-25,Comedy,
Safe Conduct,2002-01-09,War,
Swept Away,2002-10-11,Comedy,
The Young Unknowns,2000-03-12,Drama,
Abandon,2002-10-14,Drama,
The 51st State,2001-12-07,Thriller,
The Ring,2002-10-18,Horror,
Auto Focus,2002-10-18,Drama,
Fidel: The Untold Story,2001-08-02,Documentary,
The Grey Zone,2001-09-13,Drama,
Hansel & Gretel,2002-10-16,Comedy,
Naqoyqatsi,2002-09-02,Documentary,
Real Women Have Curves,2002-01-01,Comedy,
Russian Ark,2002-05-22,Mystery,
Take Care of My Cat,2001-10-13,Drama,
Tully,2000-01-01,Drama,
Billy Bathgate,1991-11-01,Drama,
Grave of the Fireflies,1988-04-16,Animation,
Jason Goes to Hell: The Final Friday,1993-08-13,Fantasy,
The Mechanic,1972-10-06,Action,
Saturday Night Fever,1977-12-16,Drama,
Staying Alive,1983-07-11,Drama,
To the Devil a Daughter,1976-03-04,Horror,
Urban Cowboy,1980-06-06,Drama,
Terror Train,1980-10-03,Horror,
Times Square,1980-10-17,Drama,
Tom Horn,1980-03-28,Action,
The Pumaman,1980-02-14,Science Fiction,
Up the Academy,1980-06-06,Comedy,
When Time Ran Out...,1980-03-28,Action,
Wholly Moses,1980-06-13,Comedy,
Without Warning,1980-09-26,Horror,
Xanadu,1980-08-08,Fantasy,
...All the Marbles,1981-10-16,Action,
Absence of Malice,1981-12-18,Drama,
All Night Long,1981-03-06,Comedy,
The Amateur,1981-12-11,Action,
Banana Joe,1982-03-24,Action,
Marianne and Juliane,1981-09-04,,
Blow Out,1981-07-24,Drama,
The Boogens,1981-09-25,Horror,
Buddy Buddy,1981-01-01,Comedy,
The Burning,1981-05-08,Horror,
Butterfly,1982-02-05,Crime,
Cannibal Ferox,1981-04-24,Adventure,
Carbon Copy,1981-09-25,Comedy,
Charlie Chan and the Curse of the Dragon Queen,1981-02-01,Comedy,
A Friend Is a Treasure,1981-12-09,Action,
The Chosen,1981-08-20,Drama,
Knock on Wood,1981-03-01,Comedy,
Continental Divide,1981-09-18,Comedy,
The Creature Wasn't Nice,1983-07-01,Comedy,
Man of Iron,1981-07-27,Drama,
Dead & Buried,1981-05-29,Horror,
Deadly Blessing,1981-08-14,Horror,
Death Hunt,1981-05-22,Action,
Endless Love,1981-07-17,Romance,
Enter the Ninja,1981-07-17,Crime,
The Entity,1982-09-30,Horror,
Eye of the Needle,1981-07-24,Action,
Eyewitness,1981-02-13,Action,
Faces of Death II,1981-11-10,Horror,
Faces of Death,1978-01-01,Documentary,
Faces of Death III,1985-03-10,Horror,
Faces of Death IV,1990-11-28,Horror,
Faces of Death VI,1996-10-04,,
Faces of Death: Fact or Fiction?,1999-01-01,Horror,
The Woman Next Door,1981-09-30,Romance,
First Monday in October,1981-08-21,Comedy,
"Fort Apache, the Bronx",1981-02-06,Crime,
Four Friends,1981-12-11,Drama,
The Four Seasons,1981-05-22,Comedy,
Galaxy of Terror,1981-10-01,Action,
Gallipoli,1981-08-13,Adventure,
The Inquisitor,1981-09-21,Crime,
Ghost Story,1981-12-18,Drama,
Going Ape!,1981-04-10,Comedy,
Goodbye Pork Pie,1981-02-05,Adventure,
Gregory's Girl,1981-04-23,Comedy,
Who Pulled the Plug?,1981-12-18,Comedy,
The Hand,1981-04-24,Drama,
Happy Birthday to Me,1981-05-15,Drama,
Heartbeeps,1981-12-18,Comedy,
Historien om Kim Skov,1981-01-01,,
Inseminoid,1981-01-23,Foreign,
"Ladies and Gentlemen, the Fabulous Stains",1982-10-01,Drama,
Lady Chatterley's Lover,1981-06-29,Drama,
The Legend of the Lone Ranger,1981-08-20,Action,
Lili Marleen,1981-01-14,War,
Lola,1981-08-20,Romance,
Looker,1981-10-30,Science Fiction,
"The Looney, Looney, Looney Bugs Bunny Movie",1981-11-20,Animation,
Madman,1982-01-01,Thriller,
Teddy Bear,1981-05-04,Comedy,
Modern Problems,1981-12-25,Comedy,
Modern Romance,1981-03-13,Comedy,
Ms .45,1981-04-24,Crime,
My Bloody Valentine,1981-02-11,Thriller,
My Dinner with André,1981-10-11,Comedy,
Neighbors,1981-12-18,Comedy,
Night of the Zombies,1981-01-01,Horror,
The Night the Lights Went Out in Georgia,1981-05-29,Drama,
Only When I Laugh,1981-09-25,Comedy,
Pennies from Heaven,1981-12-11,Drama,
Pieces,1982-08-23,Horror,
Piranha Part Two: The Spawning,1981-01-01,Horror,
Polyester,1981-05-29,Comedy,
Private Lessons,1981-08-21,Romance,
